,index,NM_CANDIDATO,NM_URNA_CANDIDATO,NM_UE,SG_PARTIDO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS,VR_DESPESA_CONTRATADA,VR_RECEITA
2182,33092,JORGE REZENDE DE JESUS,JORGE REZENDE,MURITIBA,PSL,NÃO ELEITO,7,0.0,0.0
2183,33115,ERONILDE EULINA DE ANDRADE,NIDY ANDRADE,SANTO ANTÔNIO DE JESUS,DEM,SUPLENTE,0,0.0,0.0
2184,33116,FERNANDA KELY SOUZA SANTOS DE ARAUJO,FERNANDA CORRETORA,SANTO ANTÔNIO DE JESUS,DEM,SUPLENTE,2,0.0,0.0
2185,33142,ADRIANA SOUZA DOS SANTOS,ADRIANA DO CRISTO,ITAMARAJU,SOLIDARIEDADE,NÃO ELEITO,7,0.0,0.0
2186,33143,FABRÍCIO CASTRO MARROCOS,FABRÍCIOS MARROS,ITAMARAJU,SOLIDARIEDADE,NÃO ELEITO,2,0.0,0.0
2187,33153,PAULA PRISCILA SOUZA ARANHA,PAULINHA,ITAPITANGA,PODE,NÃO ELEITO,0,0.0,0.0
2188,33154,CLAUDIO JESUS DOS SANTOS,CLAUDIO,ITAPITANGA,PODE,NÃO ELEITO,0,0.0,0.0
2189,33155,GILMARA DE JESUS,GILMARA,ITAPITANGA,PODE,NÃO ELEITO,1,0.0,0.0
2190,33156,ANTONIO JACOB SANTOS JUNIOR,BAIXINHO DE PUREZA,ITAPITANGA,PODE,NÃO ELEITO,2,0.0,0.0
2191,33157,CLEONICE FRANCISCA DE JESUS,KEKEU,ITAPITANGA,PODE,NÃO ELEITO,4,0.0,0.0
2192,33159,FERNANDO DE SOUZA,FERNANDO,ITAPITANGA,PODE,NÃO ELEITO,1,0.0,0.0
2193,33160,WELDON DIAS SANTOS,WELDON DIAS,ITAPITANGA,PODE,NÃO ELEITO,2,0.0,0.0
2194,33161,EDIVANILDO JESUS DO NASCIMENTO,VAN NASCIMENTO,ITAPITANGA,PODE,NÃO ELEITO,2,0.0,0.0
2195,33167,OSVALDO VITAL SANTOS,ZITO SERGAL,ITABUNA,REPUBLICANOS,SUPLENTE,5,0.0,0.0
2196,33178,NELSON GONCALVES LIMA,NELSINHO LIMA,ITABUNA,REPUBLICANOS,SUPLENTE,0,0.0,0.0
2197,33182,JACKSON FERREIRA SANTOS,JACKSON FERREIRA,ITABUNA,REPUBLICANOS,SUPLENTE,0,0.0,0.0
2198,33198,ARIANA DOS SANTOS SENE,ARIANA SENE,MANSIDÃO,PSDB,NÃO ELEITO,7,0.0,0.0
2199,33199,MOURES ALBERTO DAS NEVES,MOURES,MANSIDÃO,PSDB,NÃO ELEITO,1,0.0,0.0
2200,33201,ZUZICLEIA DOS SANTOS BARBOSA,SUZI,MANSIDÃO,PSDB,NÃO ELEITO,3,0.0,0.0
2201,33204,ILDENICE FERREIRA DE SOUZA,DÊNIA TANQUE NOVO,MANSIDÃO,PSDB,NÃO ELEITO,1,0.0,0.0
2202,33244,MARIA DA CONCEIÇÃO DOS SANTOS E SANTOS,CONCEIÇÃO DE MIRANDA,CONCEIÇÃO DA FEIRA,PSB,SUPLENTE,2,0.0,500.0
2203,33271,ADRIANA ALVES DE OLIVEIRA,ADRIANA ALVES,PAULO AFONSO,PODE,SUPLENTE,3,0.0,0.0
2204,33297,MARINA GABRIELLA DE SOUSA NUNES,MARINA,PAULO AFONSO,PODE,SUPLENTE,6,0.0,0.0
2205,33311,LUARA THUANY FERREIRA DA ROCHA,THUANY,PAULO AFONSO,PSB,SUPLENTE,4,0.0,0.0
2206,33321,LUCIENE DE FARIAS SODRÉ,LUCIENE SODRÉ,SANTA MARIA DA VITÓRIA,AVANTE,SUPLENTE,4,0.0,1000.0
2207,33332,LINDEMBERG SILVA DOURADO,CARECA,CENTRAL,AVANTE,NÃO ELEITO,2,0.0,0.0
2208,33335,REINALDO PEREIRA DA SILVA,REINALDO SILVA,CENTRAL,AVANTE,NÃO ELEITO,1,0.0,0.0
2209,33339,GILDA DE CASTRO DOURADO,GILDA DE CASTRO,CENTRAL,AVANTE,NÃO ELEITO,0,0.0,0.0
2210,33340,GENILDO DE JESUS MONTEIRO,PASTOR GENILDO MONTEIRO,SIMÕES FILHO,DC,NÃO ELEITO,5,0.0,0.0
2211,33348,SIDNEI SANTOS DE MATOS,SID DA IMPRIMI,SIMÕES FILHO,DC,NÃO ELEITO,5,0.0,0.0
2212,33350,ALEX SANDRO SILVA DOS SANTOS,IRMÃO ALEX DO CENTRO,SIMÕES FILHO,DC,NÃO ELEITO,3,0.0,0.0
2213,33371,JÉSSICA DA SILVA MARQUES,JESSICA SILVA,SANTA MARIA DA VITÓRIA,DEM,NÃO ELEITO,0,0.0,175.0
2214,33417,LUIZ ANTONIO DE SOUZA TOSTA,LUIZ DA TV PIEMONTE,ITABERABA,MDB,NÃO ELEITO,0,0.0,1746.0
2215,33421,SIMARA TELES PEREIRA,PRETA TELLES,SIMÕES FILHO,PP,SUPLENTE,0,0.0,0.0
2216,33443,MIRALVA PRAZERES DA SILVA RAMALHO,MIRALVA,SIMÕES FILHO,PP,SUPLENTE,0,0.0,0.0
2217,33464,DANIELA COUTINHO DO ROSÁRIO,DANIELA,SALINAS DA MARGARIDA,PDT,SUPLENTE,2,0.0,0.0
2218,33471,ROSILENE NERIS NASCIMENTO DE JESUS,ROSE NERIS,MARCIONÍLIO SOUZA,PP,SUPLENTE,7,0.0,250.0
2219,33501,MARIA PEREIRA BARRETO,MARIA BARRETO,MARCIONÍLIO SOUZA,REPUBLICANOS,SUPLENTE,2,0.0,250.0
2220,33502,ADAILTON NUNES DE ANDRADE,DAI DO FURADO ESPINHO,MARCIONÍLIO SOUZA,REPUBLICANOS,SUPLENTE,7,0.0,250.0
2221,33507,LEIA CONCEIÇÃO DE OLIVEIRA,LEIA,TERRA NOVA,AVANTE,SUPLENTE,7,0.0,0.0
2222,33509,MARIA SOLANGE ARAUJO DO ROSARIO,SOLANGE,TERRA NOVA,AVANTE,SUPLENTE,2,0.0,0.0
2223,33525,LELIAN DOS SANTOS,KIKA DE BIGODÃO,IBIRATAIA,PC do B,NÃO ELEITO,6,0.0,108.0
2224,33533,ROMI DOS SANTOS TINOCO,ROMI,IBIRATAIA,DEM,SUPLENTE,7,0.0,0.0
2225,33535,WELLINGTON SILVA DE JESUS,WELLINGTON,IBIRATAIA,DEM,SUPLENTE,0,0.0,0.0
2226,33560,RENATA NERY ALVES PROFETA,RENATA DE VIVI,TERRA NOVA,PODE,SUPLENTE,5,0.0,0.0
2227,33583,JESSENAM RODRIGUES BANDEIRA,PRÓ JESSY,MILAGRES,PP,SUPLENTE,2,0.0,100.0
2228,33590,VERONICA ALMEIDA MIRANDA,VERINHA DE RENATINHO,MILAGRES,PP,SUPLENTE,6,0.0,100.0
2229,33594,SANDRA REGINA CARDOSO DA SILVA,REGINA,PORTO SEGURO,REDE,NÃO ELEITO,1,0.0,0.0
2230,33599,EMILENE DA SILVA E SILVA,EMILENE SILVA,PORTO SEGURO,REDE,NÃO ELEITO,6,0.0,0.0
2231,33600,JULIO NUNES CUNHA,JULIO NUNES,PORTO SEGURO,REDE,NÃO ELEITO,0,0.0,0.0
2232,33609,NOABES PEREIRA DOS SANTOS,NOABES DO TRANSITO,PORTO SEGURO,REDE,NÃO ELEITO,0,0.0,0.0
2233,33611,LIVIA VITORIA PEREIRA,LIVIA VITORIA,PORTO SEGURO,REDE,NÃO ELEITO,0,0.0,0.0
2234,33620,FRANCISCO EVANGELISTA DOS SANTOS,FRANCISCO EVAN DA PERIMETRAL,SANTA MARIA DA VITÓRIA,PODE,NÃO ELEITO,6,0.0,175.0
2235,33633,MARIA LENY DE SOUSA TRADE,MARIA LENY,SANTA MARIA DA VITÓRIA,PODE,NÃO ELEITO,7,0.0,175.0
2236,33636,JANE ALVES DOS SANTOS,JANE ALVES,IAÇU,PP,SUPLENTE,4,0.0,0.0
2237,33645,DINALVA ANDRADE SAMPAIO,PRO DINALVA,MILAGRES,PDT,SUPLENTE,5,0.0,0.0
2238,33646,LILIANE DE OLIVEIRA SOUZA,PROFESSORA LILIANE,MILAGRES,PDT,SUPLENTE,2,0.0,0.0
2239,33662,ANDREA JESUS DA SILVA,ANDREA,IAÇU,PDT,SUPLENTE,4,0.0,0.0
2240,33672,IVONICE SANTANA MACHADO,NICE,MARCIONÍLIO SOUZA,DEM,NÃO ELEITO,5,0.0,250.0
2241,33673,HERMANO CERQUEIRA DE SOUZA,MANINHO DA VAN,MARCIONÍLIO SOUZA,DEM,NÃO ELEITO,1,0.0,250.0
2242,33693,SANDRA SOUZA LIMA,SANDRA,SALINAS DA MARGARIDA,DEM,NÃO ELEITO,6,0.0,0.0
2243,33702,ELISABETE GALVÃO DE SOUZA,BETE DE VARDO,MARCIONÍLIO SOUZA,PTB,SUPLENTE,4,0.0,250.0
2244,33734,MARIVALDO NEGREIRO,MARÃO DO AIPIM,SALINAS DA MARGARIDA,MDB,NÃO ELEITO,5,0.0,100.0
2245,33764,ALDEISA LIMA SOUSA,DEISE LIMA,CAMAÇARI,PL,NÃO ELEITO,1,0.0,0.0
2246,33772,ELIASER DOS SANTOS,ELIASER SANTOS,CAMAÇARI,PL,NÃO ELEITO,5,0.0,0.0
2247,33773,PAULO BISPO DOS SANTOS,PAULO BISPO,CAMAÇARI,PL,NÃO ELEITO,6,0.0,0.0
2248,33776,ÁUREA RODRIGUES MARES,ÁUREA MARES,CAMAÇARI,PL,NÃO ELEITO,1,0.0,0.0
2249,33787,LILIANE COSTA TEIXEIRA MORAIS,LILIANE,CAMAÇARI,PL,NÃO ELEITO,0,0.0,0.0
2250,33794,MARCIA DE SOUZA,MARCIA DE SOUZA,CAMAÇARI,PTC,NÃO ELEITO,0,0.0,0.0
2251,33800,PAULO SANTANA,FÉLIX DO PICOLÉ,CAMAÇARI,PTC,NÃO ELEITO,4,0.0,0.0
2252,33831,LINDEMBERGUE PEREIRA DA SILVA,GUTO,MILAGRES,PC do B,SUPLENTE,7,0.0,336.0
2253,33832,JULIANA DA CONCEIÇÃO MOURA SANTOS,JULIANA DE FIRMINO,MILAGRES,PC do B,SUPLENTE,2,0.0,336.0
2254,33835,GABRIELA SANTOS FERREIRA,GABRIELA,MILAGRES,PC do B,SUPLENTE,5,0.0,336.0
2255,33861,CLEOMAR DA SILVA SANTOS,CLEOMAR,MUCURI,PSL,NÃO ELEITO,6,0.0,320.0
2256,33866,JOSIENE EVANGELISTA DE SOUZA CARDOZO,JOSI SOUZA,MUCURI,PSL,NÃO ELEITO,1,0.0,315.0
2257,33867,GEFERSON BARROS MATES,GEFINHO,MUCURI,PSL,NÃO ELEITO,0,0.0,320.0
2258,33869,ALZIRO NASCIMENTO NEVES,ALZIRO PEDREIRO ,MUCURI,PSL,NÃO ELEITO,0,0.0,10.0
2259,33890,SEVERINO JACINTO DE BARROS,SEVERINO DOS TOLDOS,MUCURI,PODE,NÃO ELEITO,5,0.0,754.4200000000001
2260,33892,EVERALDO BITENCURT DE OLIVEIRA,EVERALDO,MUCURI,PODE,NÃO ELEITO,0,0.0,754.42
2261,33900,GUTEMBERGUE CORREIA DE OLIVEIRA,GUTTO DA METALURGICA,MUCURI,PODE,NÃO ELEITO,7,0.0,754.42
2262,33902,TAMARA PASSOS AMORIM,TAMARA PASSOS,JUAZEIRO,PSL,NÃO ELEITO,5,0.0,0.0
2263,33912,ADRIANO ALVES DE MELO,ADRIANO,ITAPETINGA,PC do B,NÃO ELEITO,5,0.0,1587.34
2264,33964,IRACI TEIXEIRA DE MENEZES,IRACI,SALINAS DA MARGARIDA,PL,SUPLENTE,6,0.0,0.0
2265,33969,ACILENE CAETANO DE OLIVEIRA,LENE,SALINAS DA MARGARIDA,PL,SUPLENTE,6,0.0,0.0
2266,33980,LILIANE DOS SANTOS SILVA LIMA,LILI,SALINAS DA MARGARIDA,PSB,SUPLENTE,6,0.0,970.0
2267,33982,VALDECI MARIA DE SANTANA,VALDECI TIA,SALINAS DA MARGARIDA,PSB,SUPLENTE,2,0.0,970.0
2268,34011,UBIRATAN ALMEIDA DE OLIVEIRA,BIRA DE MAROTO,SÃO GONÇALO DOS CAMPOS,PSD,SUPLENTE,4,0.0,0.0
2269,34018,CINARA DOS ANJOS MIRANDA CERQUEIRA,CINARA FILHA DE BISPO,NAZARÉ,PT,NÃO ELEITO,7,0.0,185.0
2270,34019,LYLYANE SILVA AZEVEDO,PROFESSORA LYLYANE,NAZARÉ,PT,NÃO ELEITO,6,0.0,235.86
2271,34020,CHARLES DE JESUS LEANDRO,CHARLES,NAZARÉ,PT,NÃO ELEITO,0,0.0,0.0
2272,34034,FLORITA DO SACRAMENTO BISPO,FLORITA BISPO,NAZARÉ,PT,NÃO ELEITO,6,0.0,235.86
2273,34064,WILDIME COSTA DE OLIVEIRA,WILDIME ABELHINHA,UNA,PC do B,NÃO ELEITO,5,0.0,48.5
2274,34107,SHEYLA DOS SANTOS MESSIAS,SHEYLA DE CARLÃO,ITABUNA,PODE,NÃO ELEITO,4,0.0,227.5
2275,34113,SABRINA DANIELE FRAGA DOS REIS KIEFER,SABRINA KIEFER,ITABUNA,PODE,NÃO ELEITO,0,0.0,227.5
2276,34114,ROSEMARY ALVES DE ATHAYDE,ROSEMARY ATHAYDE,CARAVELAS,PT,NÃO ELEITO,6,0.0,100.0
2277,34116,REGINALDO GOMES FELÍCIO,REGI,CARAVELAS,PT,NÃO ELEITO,4,0.0,0.0
2278,34204,ISADORA MARIA DE SOUZA OLIVEIRA,ISADORA MARIA ,VÁRZEA DA ROÇA,PSD,SUPLENTE,5,0.0,0.0
2279,34228,CELIA CIDREIRA DOS SANTOS,DONA CÉLIA,CONCEIÇÃO DA FEIRA,SOLIDARIEDADE,NÃO ELEITO,3,0.0,0.0
2280,34229,ROGÉRIO DOS SANTOS SANTOS,ROGÉRIO DA JAQUEIRA,CONCEIÇÃO DA FEIRA,SOLIDARIEDADE,NÃO ELEITO,1,0.0,0.0
2281,34230,VANESSA DOS SANTOS BARRETO,VANESSA,CONCEIÇÃO DA FEIRA,SOLIDARIEDADE,NÃO ELEITO,0,0.0,0.0
2282,34243,TATIELMA SOUSA DA SILVA CONCEIÇÃO,TIA TATY,NAZARÉ,PSB,NÃO ELEITO,6,0.0,185.0
2283,34252,VALDEIR SOARES DA CONCEIÇÃO,VALDEIR MOÁH,CARAVELAS,DC,SUPLENTE,7,0.0,261.5
2284,34271,JOZELMA MARIA SOUZA SOBRINHO,ZELMA,SIMÕES FILHO,DEM,SUPLENTE,0,0.0,0.0
2285,34276,ALBERTO DE AVELLAR,ALBERTO DE AVELLAR,SIMÕES FILHO,DEM,SUPLENTE,4,0.0,0.0
2286,34312,JOELMA SOUZA SANTOS,JOELMA,VERA CRUZ,PSDB,SUPLENTE,3,0.0,0.0
2287,34316,TEONICE SANTOS NASCIMENTO,TEONICE,VERA CRUZ,PSDB,SUPLENTE,4,0.0,0.0
2288,34336,CARINE FERREIRA DA SILVA,CARINE,SÃO GONÇALO DOS CAMPOS,SOLIDARIEDADE,SUPLENTE,0,0.0,0.0
2289,34346,ERIVALDO LIMA DA SILVA,VAL BARBEIRO,EUNÁPOLIS,PSB,NÃO ELEITO,0,0.0,0.0
2290,34372,JOSELIA ALVES CARDOSO,JOSELIA ALVES,EUNÁPOLIS,PATRIOTA,NÃO ELEITO,1,0.0,0.0
2291,34379,SILEIDE SANTOS DA SILVA,SILEIDE,PRADO,PC do B,SUPLENTE,5,0.0,0.0
2292,34382,MARIA D AJUDA SIMÕES BORGES,LIA,PRADO,PC do B,SUPLENTE,2,0.0,0.0
2293,34387,TIFFANE DE JESUS ALVES,TIFFANE,PRADO,PC do B,SUPLENTE,2,0.0,0.0
2294,34408,FABIANA DE FREITAS GARCIA,FABIANA,CARAVELAS,PROS,SUPLENTE,2,0.0,0.0
2295,34415,JOSÉ ILTON MACÊDO DA SILVA,ZE ILTON SILVA,AMÉRICA DOURADA,PC do B,SUPLENTE,0,0.0,0.0
2296,34421,ZAIRA DOURADO MARTINS,ZAIRA DOURADO,CANARANA,PSD,SUPLENTE,7,0.0,0.0
2297,34440,MARIA WILZA OLIVEIRA MOREIRA,WILZA,IAÇU,MDB,SUPLENTE,0,0.0,0.0
2298,34447,MARIA ÁUREA DOS SANTOS SILVA LIMA,MARIA ÁUREA,IAÇU,MDB,SUPLENTE,1,0.0,0.0
2299,34450,MARIA APARECIDA CERQUEIRA,CIDA,IAÇU,MDB,SUPLENTE,0,0.0,0.0
2300,34451,MARIA DE FATIMA ROCHA SILVA,FÁTIMA DE TOTY,IAÇU,MDB,SUPLENTE,0,0.0,0.0
2301,34457,LUCAS ALMEIDA COELHO,LUCAS DE EDEZIO,MILAGRES,PTB,NÃO ELEITO,0,0.0,0.0
2302,34459,ADRIANO PEREIRA DOS SANTOS,ADRIANO,MILAGRES,PTB,NÃO ELEITO,5,0.0,0.0
2303,34460,RONALDO OLIVEIRA FRANÇA,RONALDO DE TARTARUGA,MILAGRES,PTB,NÃO ELEITO,3,0.0,0.0
2304,34470,GENILDA BARRETO DE OLIVEIRA,GENILDA,CRAVOLÂNDIA,PSD,SUPLENTE,1,0.0,0.0
2305,34472,JOICE SANTANA DE JESUS,JOICE,CRAVOLÂNDIA,PSD,SUPLENTE,0,0.0,0.0
2306,34473,LOU CASSI SOUZA DA SILVA,LOU CASSI,CRAVOLÂNDIA,PSD,SUPLENTE,3,0.0,0.0
2307,34478,CAMILA VIEIRA DE JESUS,CAMILA DE RITINHA,MILAGRES,PT,NÃO ELEITO,1,0.0,1587.79
2308,34479,DAIANA SANTOS SOARES,IRMÃ DAIANA,MILAGRES,PT,NÃO ELEITO,4,0.0,1587.79
2309,34480,KATIA CIRLENE MOREIRA SANTOS,KATIA,MILAGRES,PT,NÃO ELEITO,6,0.0,1587.79
2310,34495,MARIA DE FÁTIMA JESUS RIBEIRO SOUZA,FATIMA,SANTA LUZIA,REPUBLICANOS,SUPLENTE,5,0.0,336.5
2311,34512,ARANAIR NOGUEIRA DA SILVA,NARA ENFERMEIRA,SERRA DO RAMALHO,PL,SUPLENTE,5,0.0,500.0
2312,34557,DAMIANA ALVES SILVA,DAMIANA,IAÇU,PSD,SUPLENTE,4,0.0,0.0
2313,34567,ANA LUISE MACHADO DE SOUZA,ANINHA DE ILDES,MILAGRES,DEM,SUPLENTE,6,0.0,100.0
2314,34576,SIRLEY ANDRADE DA CRUZ,SIRLEY DE CRUZ,MILAGRES,PSD,SUPLENTE,7,0.0,0.0
2315,34578,MARILUCIA FERREIRA DOS SANTOS,MARI,MILAGRES,PSD,SUPLENTE,2,0.0,0.0
2316,34590,JOAO PAULO ALVES DA SILVA,JHONNY LOVE,BRUMADO,REPUBLICANOS,SUPLENTE,6,0.0,0.0
2317,34594,CARINE NASCIMENTO DAMASCENA,IRMÃ CARINE,MILAGRES,PV,NÃO ELEITO,6,0.0,1000.0
2318,34595,ANIZIO MONTEIRO DA ROCHA NETO,ZINHO,MILAGRES,PV,NÃO ELEITO,2,0.0,0.0
2319,34596,JANE MARY ROTONDANO ROCHA,JANE MARY,MILAGRES,PV,NÃO ELEITO,0,0.0,0.0
2320,34597,CRISTIANO SAPUCAIA ROTONDANO ROCHA,TILAU,MILAGRES,PV,NÃO ELEITO,2,0.0,0.0
2321,34598,MARCOS ARAUJO VIEIRA,MARQUINHOS DE PEDRINHO,MILAGRES,PV,NÃO ELEITO,5,0.0,0.0
2322,34600,PATRICIA ROTONDANO ROCHA SOUZA,PATRICIA ROTONDANO,MILAGRES,PV,NÃO ELEITO,0,0.0,0.0
2323,34601,HILDETE SAPUCAIA AMARAL ROTONDANO,HILDETE SAPUCAIA,MILAGRES,PV,NÃO ELEITO,4,0.0,1000.0
2324,34620,MONIKELLE SOUZA SILVA,KELLE,IAÇU,PV,NÃO ELEITO,0,0.0,500.0
2325,34621,NEILA CARMO DE SÁ BARRETO NUNES,NEILA,IAÇU,PV,NÃO ELEITO,0,0.0,500.0
2326,34622,ROQUEVALDO PEREIRA DA SILVA,TÊCO DE LAJEDO ALTO,IAÇU,PV,NÃO ELEITO,5,0.0,500.0
2327,34629,MOISÉS  DOS SANTOS SOUZA,MOISES SEGURANÇA,IAÇU,PV,NÃO ELEITO,6,0.0,500.0
2328,34635,ELIEDE DE OLIVEIRA ROCHA,ELIEDE,IAÇU,PV,NÃO ELEITO,3,0.0,500.0
2329,34644,ELIUDES OLIVEIRA SANTOS,DONA ELIUDES,CAMACÃ,PDT,SUPLENTE,2,0.0,0.0
2330,34645,RONALDO SILVA CARVALHO,BARRÃO DA CONSTRUÇÃO,CAMACÃ,PDT,SUPLENTE,0,0.0,0.0
2331,34647,TATIANE LIMA SANTOS,TATI,CAMACÃ,PDT,SUPLENTE,5,0.0,0.0
2332,34648,RONILDO CHAGAS DE ALCANTARA,RONILDO RURALISTA,CAMACÃ,PDT,SUPLENTE,6,0.0,0.0
2333,34691,MARIA DE LOURDES SILVA,MARIA DE LOURDES,SANTA MARIA DA VITÓRIA,PSL,NÃO ELEITO,6,0.0,175.0
2334,34695,MARLY CONCEIÇÃO SOUZA,MARLY CONCEIÇÃO,CAIRU,PL,SUPLENTE,6,0.0,180.0
2335,34697,JOCINEIDE FERREIRA SANTOS,MISSIONÁRIA NEIDE,IBIRATAIA,PSB,SUPLENTE,0,0.0,0.0
2336,34708,MARCIA SANTOS DA SILVA,MARCIA,IBIRATAIA,PSB,SUPLENTE,0,0.0,0.0
2337,34715,FERNANDA PINTO DE MATOS,FERNANDA,SANTA LUZIA,PT,NÃO ELEITO,0,0.0,0.0
2338,34716,PATRICIA REIS COSTA,PATRICIA DO BAIRRO NOVO,SANTA LUZIA,PT,NÃO ELEITO,0,0.0,0.0
2339,34717,GIRLEY MARTINS EVANGELISTA,RIBA DE JULINHO,SANTA LUZIA,PT,NÃO ELEITO,3,0.0,0.0
2340,34718,LUZINETE SOUZA DA PAIXÃO,LUZINETE,SANTA LUZIA,PT,NÃO ELEITO,0,0.0,0.0
2341,34720,GEORGE DO CARMO MOURA,GEORGE MOURA,SANTA LUZIA,PT,NÃO ELEITO,5,0.0,0.0
2342,34722,EDUARDO SOARES LIMA,DUDU SOARES,SANTA LUZIA,PT,NÃO ELEITO,0,0.0,0.0
2343,34731,JOÉLIO BARRETO DOS SANTOS,JOÉLIO BARRETO,ITAMARAJU,REPUBLICANOS,SUPLENTE,6,0.0,1000.0
2344,34740,JOELMA DO AMARAL LIMA,JOELMA AMARAL,ITAMARAJU,REPUBLICANOS,SUPLENTE,1,0.0,1000.0
2345,34748,AGUIRIACSON SANTOS ALMEIDA,AGUIRI ALMEIDA,ALAGOINHAS,PSC,NÃO ELEITO,7,0.0,0.0
2346,34778,ELMA SANTOS SOUZA QUINTO,ELMA DA SAÚDE,IBIRATAIA,DC,NÃO ELEITO,2,0.0,0.0
2347,34779,EROMILSON QUINTO DOS SANTOS,PROFESSOR EROM,IBIRATAIA,DC,NÃO ELEITO,2,0.0,0.0
2348,34780,PRESLEI BORGES DE SOUZA,PASTOR PRESLEI,IBIRATAIA,DC,NÃO ELEITO,3,0.0,0.0
2349,34801,ANDREA SANTOS SILVA,ANDREA DA SAÚDE,SANTA LUZIA,DEM,SUPLENTE,5,0.0,336.5
2350,34859,FABIANE BATISTA DO CARMO SOUZA,FABIANE DO JORRINHO,TUCANO,DEM,SUPLENTE,5,0.0,0.0
2351,34860,JESSIKA ANDRADE DE ROMA,JÉSSIKA ROMA,TUCANO,DEM,SUPLENTE,7,0.0,0.0
2352,34861,JOSÉ EDCARLOS DOS REIS GAMA,EDCARLOS DO CRENGUENHEM,TUCANO,DEM,SUPLENTE,6,0.0,0.0
2353,34868,LUCIVAL REIS CABRAL,LUCIVAL DO ESPORTE,TUCANO,DEM,SUPLENTE,1,0.0,0.0
2354,34877,ROSANETE BRITO DE OLIVEIRA,NETE DO ENTRONCAMENTO,TUCANO,DEM,SUPLENTE,3,0.0,0.0
2355,34879,LUCIANO TELES ALVES,LUCIANO TELES,TUCANO,DEM,SUPLENTE,2,0.0,500.0
2356,34895,MARIA DEILZA JESUS BASTOS,BIU DO OVÓ,TUCANO,SOLIDARIEDADE,NÃO ELEITO,2,0.0,1137.7
2357,34899,FABIO PIMENTEL COELHO,FABINHO,TUCANO,SOLIDARIEDADE,NÃO ELEITO,3,0.0,1287.6999999999998
2358,34907,EDILSON OLIVEIRA DE MATOS,EDILSON DO BOX,SANTA LUZIA,PTC,NÃO ELEITO,3,0.0,336.5
2359,34909,JOSENILTON ALVES DA SILVA,NILTON GARI,SANTA LUZIA,PTC,NÃO ELEITO,3,0.0,336.5
2360,34910,JUSSELINO SANTOS REIS,JUSSELINO DA SAÚDE,SANTA LUZIA,PTC,NÃO ELEITO,7,0.0,336.5
2361,34911,NAILANA GUIMARÃES DOS SANTOS,NEGA ONÇA,SANTA LUZIA,PTC,NÃO ELEITO,1,0.0,336.5
2362,34912,VERA LUCIA GUEDES PINTO,VERA GUEDES,SANTA LUZIA,PTC,NÃO ELEITO,2,0.0,336.5
2363,34914,PATRICIA OLIVEIRA SILVA,PATY DO FALHADO,SANTA LUZIA,PTC,NÃO ELEITO,4,0.0,336.5
2364,34921,JÚLIA PEREIRA DOS SANTOS,JÚLIA,COARACI,SOLIDARIEDADE,NÃO ELEITO,1,0.0,0.0
2365,34923,DELAILTON ARAÚJO BARRETO,DELAILTON,COARACI,SOLIDARIEDADE,NÃO ELEITO,5,0.0,0.0
2366,34936,SANDRA DA CRUZ ALMEIDA,SANDRA ALMEIDA,CONDE,MDB,SUPLENTE,6,0.0,5000.0
2367,34945,JORGE LUIZ APOLINÁRIO DA SILVA,JORGE TA DITO,ITAPITANGA,PC do B,NÃO ELEITO,3,0.0,723.5
2368,34963,WALTER FARIAS FILHO,WALTINHO,COARACI,PC do B,SUPLENTE,1,0.0,0.0
2369,34987,CARLA TATIANE COSTA ANDRADE DE CARVALHO,TATY ANDRADE,ESPLANADA,MDB,SUPLENTE,5,0.0,0.0
2370,34988,MARIA JOSE GOMES DIAS,MARIA DO ITARIRI,ESPLANADA,MDB,SUPLENTE,0,0.0,0.0
2371,34996,RENATA MENDES DOS SANTOS,RENATA DE LICIA,ESPLANADA,MDB,SUPLENTE,3,0.0,0.0
2372,35000,CLAUDIO SANTOS SILVA ALVES,CAU,RUY BARBOSA,REPUBLICANOS,NÃO ELEITO,0,0.0,0.0
2373,35009,DILZA CALIXTA DOS SANTOS,DILZA,RUY BARBOSA,REPUBLICANOS,NÃO ELEITO,7,0.0,0.0
2374,35010,MARIA APARECIDA SILVA MENDES,CIDA MADEIRA,RUY BARBOSA,REPUBLICANOS,NÃO ELEITO,3,0.0,0.0
2375,35013,ANA MARIA DE CARVALHO,ANA MARIA,SERRINHA,REPUBLICANOS,NÃO ELEITO,3,0.0,0.0
2376,35018,LAIANE SILVA DOS SANTOS,LAIANE,SERRINHA,REPUBLICANOS,NÃO ELEITO,4,0.0,0.0
2377,35021,ANDRESSA BISPO SILVA,ANDRESSA,SERRINHA,REPUBLICANOS,NÃO ELEITO,0,0.0,0.0
2378,35022,MARIA JOELMA DE JESUS OLIVEIRA,JOELMA,SERRINHA,REPUBLICANOS,NÃO ELEITO,5,0.0,0.0
2379,35032,ZULEIDE LIMA CERQUEIRA,ZULEIDE,SERRINHA,REPUBLICANOS,NÃO ELEITO,1,0.0,0.0
2380,35059,MAIANE DE ARAÚJO SOUZA,MÃE DE DAVI,SERRINHA,DEM,NÃO ELEITO,2,0.0,0.0
2381,35102,EDVANDA PEREIRA LIMA,MONIQUE,SERRINHA,PTB,NÃO ELEITO,1,0.0,0.0
2382,35107,MANOEL DE OLIVEIRA MOTA,MANOEL,SERRINHA,PTB,NÃO ELEITO,7,0.0,0.0
