,NM_CANDIDATO,NM_URNA_CANDIDATO,NM_UE,SG_PARTIDO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS,VR_DESPESA_CONTRATADA,VR_RECEITA
14293,DENISE DA CRUZ  SILVA,DENNY FONTHINELLY,BIRITINGA,PROS,NÃO ELEITO,4,0.0,750.0
14294,FLORICEA NORONHA GOMES ALVES,FLOR DA RIFA,SAUBARA,PSD,SUPLENTE,4,0.0,0.0
14295,ELOIZA LIMA REIS,KIKIO,ARAMARI,PODE,NÃO ELEITO,4,0.0,700.0
14296,DAMIANA ALVES SILVA,DAMIANA,IAÇU,PSD,SUPLENTE,4,0.0,0.0
14297,CACILENE GOMES,CASSIA,FEIRA DE SANTANA,PATRIOTA,SUPLENTE,4,0.0,0.0
14298,VANESSA DE JESUS SOARES,VANESSA PERSONAL,AMÉLIA RODRIGUES,PSB,SUPLENTE,4,0.0,600.0
14299,LINSMAR HEDER PEREIRA JESUS,LINSMAR DO HORTFRUT,VALENÇA,DC,NÃO ELEITO,4,0.0,0.0
14300,NIVIAN DRUBE FERREIRA,NIVIAN BOCA,SÃO SEBASTIÃO DO PASSÉ,PSL,NÃO ELEITO,4,0.0,0.0
14301,ELIANA MENEZES DE JESUS,ELIANA DO TORTO,SANTA BÁRBARA,PC do B,SUPLENTE,4,0.0,0.0
14302,ELISANGELA BRITO DOS SANTOS MAGALHAES,LIU BRITO,MASCOTE,REPUBLICANOS,SUPLENTE,4,0.0,869.22
14303,JANAINE BEZERRA FILHA,JANAINE BEZERRA,CASA NOVA,PSB,SUPLENTE,4,0.0,0.0
14304,GLEIDIVAN ANDRADE DE SANTANA,GLEIDI SANTANA,LAURO DE FREITAS,PDT,NÃO ELEITO,4,0.0,0.0
14305,CLEIDIANE PIRES DA SILVA,CLEIDIANE,AMÉLIA RODRIGUES,PP,SUPLENTE,4,0.0,0.0
14306,LIDIANA SILVA DE ARGOLO,LIDIANE,CRAVOLÂNDIA,PSD,SUPLENTE,4,0.0,0.0
14307,ELISANGELA GAMA SILVA,ELISANGELA SILVA,BARREIRAS,PDT,NÃO ELEITO,4,0.0,0.0
14308,ADILEA TRINDADE DE ALMEIDA,LEIA DE ARNALDO,ÉRICO CARDOSO,PP,SUPLENTE,4,0.0,1480.0
14309,CASSIA ALMEIDA DE BRITO,CASSIA,CAMAÇARI,PATRIOTA,NÃO ELEITO,4,0.0,0.0
14310,GESSICA DA CONCEIÇÃO NEVES FERNANDO,GESSICA,CANDEIAS,PL,SUPLENTE,4,0.0,0.0
14311,DEUZENIR BRAGA DE OLIVEIRA,PASTORA DEUZENIR,CANDEIAS,PL,SUPLENTE,4,0.0,102.0
14312,EVILÁSIO OLIVEIRA CIPRIANO DE JESUS,POUPANÇA,IBIRAPITANGA,PDT,SUPLENTE,4,0.0,0.0
14313,JOICE CUNHA LEAL,JOICE DE NADIR,VALENÇA,PP,SUPLENTE,4,0.0,0.0
14314,WANDERSON NASCIMENTO FLORENCIO,WANDERSON,ITAJU DO COLÔNIA,PSD,SUPLENTE,4,0.0,67.6
14315,MARIA DA CONCEIÇÃO FERNANDES DOS SANTOS,CONCEIÇÃO,IPIRÁ,PSB,NÃO ELEITO,4,0.0,0.0
14316,SÍLVIA DOS SANTOS OLIVEIRA,SÍLVIA,ITAMBÉ,REPUBLICANOS,SUPLENTE,4,0.0,300.0
14317,JOANA ALMEIDA SANTOS,JOANA,BREJÕES,PP,SUPLENTE,4,0.0,0.0
14318,ATARA GABRIELLI SANTOS PACHECO,ATARA GABRIELLI,ITAJU DO COLÔNIA,PSD,SUPLENTE,4,0.0,250.0
14319,REGINALDO DE DEUS SANTOS,REGINALDO,ALAGOINHAS,PMB,NÃO ELEITO,4,0.0,0.0
14320,MARLI SANTOS ALBANO SANTOS,MARLI ALBANO,TEODORO SAMPAIO,CIDADANIA,SUPLENTE,4,0.0,0.0
14321,LAIANE SILVA DOS SANTOS,LAIANE,SERRINHA,REPUBLICANOS,NÃO ELEITO,4,0.0,0.0
14322,GERLANDA COSTA CERQUEIRA,GERLANDA DO AMPARO,CONCEIÇÃO DO JACUÍPE,PP,SUPLENTE,4,0.0,0.0
14323,LUZIA GONÇALVES DE OLIVEIRA,LUZIA TUPINAMBA,PAU BRASIL,REDE,SUPLENTE,4,0.0,0.0
14324,MARINES SOUZA FERREIRA,MARINES CIDADÃ,SANTA INÊS,REPUBLICANOS,NÃO ELEITO,4,0.0,428.0
14325,JOSMIRIAN MEDEIROS SANTANA DE SOUZA,JOSA MEDEIROS,MADRE DE DEUS,PSB,SUPLENTE,4,0.0,0.0
14326,AUZENI SILVA NOGUEIRA,DO LAR,MUCURI,PL,NÃO ELEITO,4,0.0,10.0
14327,JAMILE PEREIRA PRATES,JAMILE,IGUAÍ,PSB,SUPLENTE,4,0.0,0.0
14328,JOSE JOAO DIAS,ZE DIAS,UAUÁ,PSC,SUPLENTE,4,0.0,0.0
14329,ANTÔNIO CRUZ DE SANTANA,GALEGO DA COMISSÃO,MARAGOGIPE,PDT,SUPLENTE,4,0.0,0.0
14330,ELIANA DE FÁTIMA ALMEIDA MENDES DE SANTA,ELIANA MENDES,MARAGOGIPE,PDT,SUPLENTE,4,0.0,0.0
14331,ISAEL CAETANO VIEIRA,ZAI DE DONA LURDES,BOM JESUS DA SERRA,PT,NÃO ELEITO,4,0.0,1138.0
14332,TAIANE DA CRUZ BARBOSA,TAY BARBOSA,SANTO ANTÔNIO DE JESUS,SOLIDARIEDADE,NÃO ELEITO,4,0.0,180.0
14333,ADSON DA PAZ AMORIM,ADSON,ITORORÓ,PC do B,NÃO ELEITO,4,0.0,848.5
14334,ALINE ALVES DE OLIVEIRA,ALINE FILHA MANOEL BEJU,MACARANI,PTB,NÃO ELEITO,4,0.0,1090.0
14335,SILVANA DE OLIVEIRA,SILVANA DE OLIVEIRA,CASA NOVA,MDB,NÃO ELEITO,4,0.0,0.0
14336,JOÃO ALVES DE SANTANA,JOÃO MANAUS,LAJEDINHO,PT,SUPLENTE,4,0.0,800.0
14337,ELIZABETH ALVES DE GOIS,DETINHA,CURAÇÁ,PSC,SUPLENTE,4,0.0,0.0
14338,MAURA ELANDINIZ DOS SANTOS LOPES,MAURA,GUARATINGA,PSDB,NÃO ELEITO,4,0.0,140.0
14339,MARIA DA CONCEIÇÃO RIBEIRO DO NASCIMENTO,CONCEIÇÃO DE DIUDE,RIACHÃO DO JACUÍPE,DEM,SUPLENTE,4,0.0,325.0
14340,CRISTIANE DE SOUZA FERREIRA,CRISTIANE,BONITO,PSDB,SUPLENTE,4,0.0,150.0
14341,MARIA AUXILIADORA FONSECA RIBEIRO,CILINHA,CURAÇÁ,PSDB,SUPLENTE,4,0.0,0.0
14342,WALEK SANDRA OLIVEIRA DA SILVA,SANDRA DO SINDICATO,CURAÇÁ,PSDB,SUPLENTE,4,0.0,0.0
14343,GEISA MOTA LOPES,GEU,SANTO ANTÔNIO DE JESUS,PSDB,SUPLENTE,4,0.0,0.0
14344,ISAAC CABRAL DE SOUZA,ISAAC CABRAL,VITÓRIA DA CONQUISTA,PL,NÃO ELEITO,4,0.0,0.0
14345,CLEMILDA RIBEIRO DOS SANTOS SILVA,CLEMILDA,IBICUÍ,REPUBLICANOS,SUPLENTE,4,0.0,0.0
14346,ANTONIO ANDRADE FILHO,LINDO,UBAÍRA,PP,SUPLENTE,4,0.0,0.0
14347,FANLINS RODRIGUES RIBEIRO,FAN RIBEIRO,ANTÔNIO CARDOSO,PSDB,SUPLENTE,4,0.0,0.0
14348,PAULO SANTANA,FÉLIX DO PICOLÉ,CAMAÇARI,PTC,NÃO ELEITO,4,0.0,0.0
14349,ELISANGELA LOPES DA SILVA,ELISANGELA DO ACARAJÉ,PINDOBAÇU,DEM,SUPLENTE,4,0.0,0.0
14350,SIRLEIDE MARIA DE OLIVEIRA SANTOS,SIRLEIDE MARIA,SÃO DESIDÉRIO,PDT,SUPLENTE,4,0.0,525.35
14351,DANIELA RIBEIRO DA SILVA,DANIELA RIBEIRO,VÁRZEA DO POÇO,REDE,NÃO ELEITO,4,0.0,0.0
14352,GEISA SILVA DOS REIS,GEISA REIS,ITACARÉ,DEM,SUPLENTE,4,0.0,200.0
14353,NAYARA NAYANA GONÇALVES DA SILVA,NAYARA,ITABERABA,PDT,NÃO ELEITO,4,0.0,0.0
14354,VERA LUCIA FRANCISCA SANTOS,VERA LUCIA,RIBEIRÃO DO LARGO,PTB,SUPLENTE,4,0.0,0.0
14355,JUCIENE COUTINHO CERQUEIRA,CIENE DO SACO,SANTANÓPOLIS,PT,SUPLENTE,4,0.0,0.0
14356,MARIA IZES DOS SANTOS MATOS,IZES PEREIRA,RIBEIRA DO POMBAL,PC do B,SUPLENTE,4,0.0,0.0
14357,JADICLEUMA DE SOUZA SILVA,CLEUMA DO POÇO DAS VARAS,RIBEIRA DO POMBAL,PC do B,SUPLENTE,4,0.0,0.0
14358,JOSE PEREIRA DOS SANTOS,DEZINHO,SÃO SEBASTIÃO DO PASSÉ,PODE,SUPLENTE,4,0.0,0.0
14359,IGO DE JESUS SILVA,IGO,BARRA DO ROCHA,MDB,SUPLENTE,4,0.0,0.0
14360,IVANEDE PEREIRA DA PAIXÃO,IVANEDE,BOM JESUS DA SERRA,PP,SUPLENTE,4,0.0,1030.0
14361,MARLENE GOMES DA SILVA DE JESUS,MARLENE DE BULE,IRARÁ,PSD,SUPLENTE,4,0.0,0.0
14362,THEREZINHA OLIVEIRA FERREIRA NETA,THEREZINHA,BELMONTE,DEM,SUPLENTE,4,0.0,0.0
14363,ALISSON DOS SANTOS GOMES,ALISSON GOMES,ÁGUA FRIA,PP,NÃO ELEITO,4,0.0,0.0
14364,ROBERTO SILVA DOS SANTOS,IRMÃO ROBERTO,ITACARÉ,DEM,SUPLENTE,4,0.0,200.0
14365,UBIRATAN ALMEIDA DE OLIVEIRA,BIRA DE MAROTO,SÃO GONÇALO DOS CAMPOS,PSD,SUPLENTE,4,0.0,0.0
14366,JOSÉ DIAS GOMES,ZÉ DE VALÉRIO,GAVIÃO,DEM,SUPLENTE,4,0.0,0.0
14367,ARNALDO ALEX FRANCISCO DE ARAÚJO,ALEX,SIMÕES FILHO,REDE,NÃO ELEITO,4,0.0,0.0
14368,MARIA LERIA CARDOSO DA COSTA,LERIA CARDOSO,VEREDA,PROS,SUPLENTE,4,0.0,157.0
14369,CREUSA CAVALCANTE DA SILVA,PASTORA CREUSA,ITORORÓ,REPUBLICANOS,NÃO ELEITO,4,0.0,0.0
14370,GIVANILDO QUEIROZ DE OLIVEIRA,QUEIROZ DA RUA DO APORÁ,ACAJUTIBA,PP,SUPLENTE,4,0.0,0.0
14371,GILMAR DE JESUS CORREIA,GILMAR ELETRICISTA,ÁGUA FRIA,PP,NÃO ELEITO,4,0.0,0.0
14372,ROSEMARY DOS SANTOS DE JESUS,MEIRE DO ONHA,MUNIZ FERREIRA,PC do B,SUPLENTE,4,0.0,120.0
14373,ANA LÚCIA BISPO,ANA,OURIÇANGAS,PSD,SUPLENTE,4,0.0,1507.5
14374,PALOMA DIAS SOUSA,PALOMA DO CALDEIRÃO GRANDE,RIACHÃO DO JACUÍPE,PDT,SUPLENTE,4,0.0,325.0
14375,JACIELMA DOS SANTOS SILVA,JACIELMA SANTOS,RIACHÃO DO JACUÍPE,PC do B,SUPLENTE,4,0.0,562.11
14376,GERSON ALEXANDRINO,COROA,CAMAÇARI,REDE,NÃO ELEITO,4,0.0,2478.5
14377,JANE ALVES DOS SANTOS,JANE ALVES,IAÇU,PP,SUPLENTE,4,0.0,0.0
14378,CRISTIANE DE OLIVEIRA ALVES,CRIS TECNICA DE ENFERMAGEM,ITAPETINGA,PP,NÃO ELEITO,4,0.0,745.0
14379,MONIQUE SANTOS DE OLIVEIRA,MONIQUE OLIVEIRA,ITAPETINGA,PP,NÃO ELEITO,4,0.0,745.0
14380,ELISABETE GALVÃO DE SOUZA,BETE DE VARDO,MARCIONÍLIO SOUZA,PTB,SUPLENTE,4,0.0,250.0
14381,ERASMO CARMO DE SOUZA,PIÚDO DO GADO,CAPELA DO ALTO ALEGRE,REPUBLICANOS,NÃO ELEITO,4,0.0,0.0
14382,BIANCA TAVARES DA SILVA,BIANCA TAVARES,LUÍS EDUARDO MAGALHÃES,DEM,SUPLENTE,4,0.0,95.0
14383,LUANA FIUZA NOGUEIRA,LUANA FIUZA,LUÍS EDUARDO MAGALHÃES,DEM,SUPLENTE,4,0.0,95.0
14384,JESSE PAULO ARAUJO PIMENTEL,JESSE PAULO,LAURO DE FREITAS,MDB,NÃO ELEITO,4,0.0,0.0
14385,CLICIA DE JESUS SOUZA,CLICIA,IBIRATAIA,PT,NÃO ELEITO,4,0.0,0.0
14386,NMERIA FERREIRA LEITE,MEL LEITE,CAMAÇARI,REDE,NÃO ELEITO,4,0.0,4986.55
14387,AMELIA EUNILIA DOS SANTOS RODRIGUES,AMÉLIA,BOM JESUS DA LAPA,DEM,SUPLENTE,4,0.0,0.0
14388,DEISIANE CATUREBA CERQUEIRA,DEISE,PIRITIBA,PSB,SUPLENTE,4,0.0,2500.0
14389,ELISABETE ANTONIA RAMOS DE JESUS,BETE DE BUDEGA,SAUBARA,MDB,SUPLENTE,4,0.0,0.0
14390,ALINE EMILIA DOS SANTOS,ALINE AXE POP,EUNÁPOLIS,SOLIDARIEDADE,SUPLENTE,4,0.0,140.0
14391,LORENE BRITO DE CARVALHO,PASTORA LORENE,ITORORÓ,DEM,SUPLENTE,4,0.0,0.0
14392,EDILEIDE DA SILVA FREITAS,DIDA,PONTO NOVO,PDT,SUPLENTE,4,0.0,100.0
14393,GABRIELA REIS BONFIM,GABRIELA,LIVRAMENTO DE NOSSA SENHORA,PP,NÃO ELEITO,4,0.0,1800.0
14394,ANDREA JESUS DA SILVA,ANDREA,IAÇU,PDT,SUPLENTE,4,0.0,0.0
14395,RUTH ROCHA DE JESUS,RUTH ROCHA,EUNÁPOLIS,SOLIDARIEDADE,SUPLENTE,4,0.0,140.0
14396,ELIENE ALVES PEREIRA,ELIENE ALVES,EUNÁPOLIS,SOLIDARIEDADE,SUPLENTE,4,0.0,140.0
14397,GEISA PEREIRA DE JESUS,GEISA,ANGICAL,PL,SUPLENTE,4,0.0,143.32999999999998
14398,ROSIANE MARAFIÃO PEREIRA,ROSI DE BRASILEIRO,ITANAGRA,PP,SUPLENTE,4,0.0,0.0
14399,LEYVE DA SILVA SANTOS,LEYVE SANTOS,CAPELA DO ALTO ALEGRE,REPUBLICANOS,NÃO ELEITO,4,0.0,0.0
14400,JOSEANE VIANA SANTOS,LEU FILHA DE PIIM,JANDAÍRA,PV,SUPLENTE,4,0.0,600.0
14401,EMILANE RODRIGUES OLIVEIRA,MILLY,IGUAÍ,PP,SUPLENTE,4,0.0,0.0
14402,JOSENILDA COSTA SOUZA,JÓ,ALAGOINHAS,DC,NÃO ELEITO,4,0.0,0.0
14403,ADEMAR SILVA NETO,ADEMAR ,IBICUÍ,PDT,SUPLENTE,4,0.0,0.0
14404,EVANILDES LEITE BARROS,VANINHA,VERA CRUZ,PP,SUPLENTE,4,0.0,350.0
14405,WANDERSON LEMOS SANTOS,WANDERSON LEMOS,ITARANTIM,REPUBLICANOS,NÃO ELEITO,4,0.0,150.0
14406,ANGELINA DA CONCEICAO OLIVEIRA,MARICA DA CHURASCARIA,SANTO ANTÔNIO DE JESUS,PSL,NÃO ELEITO,4,0.0,0.0
14407,ANGRA DE SENA RIBEIRO,ANGRA SENA,CAMPO ALEGRE DE LOURDES,PSL,NÃO ELEITO,4,0.0,0.0
14408,VERA LÚCIA ADRIANA DA SILVA,VERA DO CARIBÉ,IRARÁ,DEM,SUPLENTE,4,0.0,0.0
14409,CLAUDIANE SOUZA DIAS,CLAUDIANE DO POVO,PORTO SEGURO,PMB,SUPLENTE,4,0.0,0.0
14410,TACIZIA AZEVEDO DOURADO VILELA,TACIZIA,JIQUIRIÇÁ,PC do B,SUPLENTE,4,0.0,0.0
14411,ROSILEIDE RAMOS DE JESUS,ROSILEIDE,BARRA,PSD,NÃO ELEITO,4,0.0,400.0
14412,MARIA DAS GRAÇAS OLIVEIRA SILVA,GRAÇA,BARRA,PSD,NÃO ELEITO,4,0.0,850.0
14413,ANA LUIZA SANTANA DA SILVA,LUIZA,EUNÁPOLIS,PSL,NÃO ELEITO,4,0.0,0.0
14414,EMANUEL JERÔNIMO DE OLIVEIRA,BIGODE,ARATUÍPE,REPUBLICANOS,SUPLENTE,4,0.0,0.0
14415,REGINA CELI DOS SANTOS BRANDAO TEIXEIRA,REGINA CELI,ITANAGRA,PT,SUPLENTE,4,0.0,0.0
14416,STEPHANIE SALES CAMARGO VITORINO,STEPHANIE VITORINO,CAMAÇARI,AVANTE,NÃO ELEITO,4,0.0,0.0
14417,ANA CLAUDIA BARRETO DOS SANTOS,CLAUDIA BARRETO,ITANAGRA,MDB,SUPLENTE,4,0.0,0.0
14418,JOSE JORGE SANTOS AQUERY,JORGE AQUERY,LAURO DE FREITAS,CIDADANIA,SUPLENTE,4,0.0,0.0
14419,CAMILA EMANUELA NOGUEIRA BRANDÃO,CAMILA BRANDÃO,CURAÇÁ,PSD,SUPLENTE,4,0.0,0.0
14420,JOÃO CARLOS PEREIRA,CARLINHOS,VÁRZEA DO POÇO,REDE,NÃO ELEITO,4,0.0,0.0
14421,AURENY SANTOS DE ARAÚJO,AURENY,ITAPARICA,DEM,NÃO ELEITO,4,0.0,0.0
14422,SILVIA LISBOA HAGE,SILVIA LISBOA,ITAJUÍPE,PSD,SUPLENTE,4,0.0,0.0
14423,ROMIRATAN GAMA MIRANDA,ROMIRATAN MIRANDA,RIBEIRA DO POMBAL,PC do B,SUPLENTE,4,0.0,0.0
14424,ELIANA OLIVEIRA SANTOS,ELIANA,IGUAÍ,PSD,SUPLENTE,4,0.0,0.0
14425,MARIALDA COSTA DOS SANTOS,ALDA COSTA,ITABUNA,PSOL,NÃO ELEITO,4,0.0,0.0
14426,ELIANE RIBEIRO,ELIANE,ANDARAÍ,MDB,NÃO ELEITO,4,0.0,0.0
14427,ALEX DOS SANTOS DE OLIVEIRA,ALEX OLIVEIRA,CACHOEIRA,PSOL,NÃO ELEITO,4,0.0,287.31
14428,ROBERVAL SILVESTRE PESSOA,ROBERVAL PESSOA,ITAPETINGA,PSB,SUPLENTE,4,0.0,695.0
14429,LUIZ CARLOS SOUZA ANDRADE,LUIZ CARLOS ANDRADE,CANAVIEIRAS,PSL,NÃO ELEITO,4,0.0,0.0
14430,ADRIANA PEREIRA SOARES,ADRIANA DA PRAÇA CARAVELAS,TEIXEIRA DE FREITAS,PSL,SUPLENTE,4,0.0,840.0
14431,LETICIA SILVA MASCARENHAS DOS SANTOS,LETICIA,ÁGUA FRIA,PL,SUPLENTE,4,0.0,0.0
14432,ABIMAEL CONCEIÇÃO DOS SANTOS,BAEL,PRADO,CIDADANIA,NÃO ELEITO,4,0.0,0.0
14433,PAULO CEZAR PEREIRA DA SILVA,PAULO BALA,SAÚDE,PC do B,NÃO ELEITO,4,0.0,0.0
14434,MONICA BARBOSA DA SILVA OLIVEIRA,MONICA DAS TRUFAS,TEIXEIRA DE FREITAS,PSL,SUPLENTE,4,0.0,840.0
14435,CLEUSA DE MOURA SANTANA FERNANDES,CLEUSA DE JÓ,RIACHÃO DAS NEVES,DEM,SUPLENTE,4,0.0,94.85
14436,GEORGIA DE SOUZA COLONNA,GEÓRGIA POLEZI,TEIXEIRA DE FREITAS,PSL,SUPLENTE,4,0.0,130.0
14437,VERONICA OLIVEIRA SANTOS,VERONICA,UNA,PT,NÃO ELEITO,4,0.0,200.0
14438,EZILENE MARIA MARTINS,EZILENE,TEIXEIRA DE FREITAS,PSDB,SUPLENTE,4,0.0,974.5
14439,SEVERINA MARIA DOS SANTOS SILVA,SILVIA DE PEDRAS,UNA,PT,NÃO ELEITO,4,0.0,200.0
14440,EZEQUIAS DA SILVA ROCHA,PASTOR EZEQUIAS ROCHA,PORTO SEGURO,REPUBLICANOS,NÃO ELEITO,4,0.0,600.0
14441,RENAILDO LUIZ DOS SANTOS,GALEGO DO FOGÃO,ACAJUTIBA,PSB,SUPLENTE,4,0.0,700.0
14442,FERNANDA AZEVEDO ARANHA,FERNANDA AZEVEDO,IBICUÍ,PSD,SUPLENTE,4,0.0,0.0
14443,ISON MIRANDA REIS,MIRANDA DO MINGAU,SIMÕES FILHO,SOLIDARIEDADE,SUPLENTE,4,0.0,0.0
14444,ALBERTINA PINTO DOS SANTOS,TINA PORTO,PORTO SEGURO,REPUBLICANOS,NÃO ELEITO,4,0.0,500.0
14445,JOÃO GONZAGA DA SILVA FILHO,JOÃO MORENO,FORMOSA DO RIO PRETO,DEM,SUPLENTE,4,0.0,79.0
14446,MARLUCIA DE SOUSA,LÚCIA DE NEGÃO DA GELADEIRA,SÃO JOSÉ DA VITÓRIA,PSD,SUPLENTE,4,0.0,400.0
14447,ADRIANA SANTOS DE OLIVEIRA,ADRIANA,IBICARAÍ,PP,NÃO ELEITO,4,0.0,895.0
14448,PEDRO BISPO DOS SANTOS,PEDRO DA KIBOA,LAMARÃO,DEM,NÃO ELEITO,4,0.0,0.0
14449,ANA CARLA NASCIMENTO CAETANO,ANA DE ALINA,CARAVELAS,PDT,SUPLENTE,4,0.0,0.0
14450,ERIVELTON DE JESUS LIGER,BOLO DA BARÃO,CATU,PTB,SUPLENTE,4,0.0,341.0
14451,JUSSARA SANTOS LIMA,JUSSARA DO IOGUTE,EUNÁPOLIS,PSD,SUPLENTE,4,0.0,0.0
14452,MAGALLY OLIVEIRA AMORIM,MAGALLY AMORIM,MAIQUINIQUE,SOLIDARIEDADE,SUPLENTE,4,0.0,250.0
14453,ADEVALDO DE JESUS SILVA,BÁ DO PINGA,CAETANOS,PSD,SUPLENTE,4,0.0,750.0
14454,LUIZ ALBERTO DE JESUS DA SILVA,LUIZ DA POUSADA,SIMÕES FILHO,PROS,NÃO ELEITO,4,0.0,449.0
14455,PAULO BISPO DE QUEIROZ FILHO,BAU DA AMBULANCIA ,DÁRIO MEIRA,PDT,SUPLENTE,4,0.0,0.0
14456,GIROFÁ BARRETO ROCHA DO CARMO,GIROFÁ,IGUAÍ,REPUBLICANOS,SUPLENTE,4,0.0,0.0
14457,MARIA DE FÁTIMA BATISTA DOS SANTOS,FÁTIMA,FORMOSA DO RIO PRETO,PP,SUPLENTE,4,0.0,278.3
14458,LUCIENE DE FARIAS SODRÉ,LUCIENE SODRÉ,SANTA MARIA DA VITÓRIA,AVANTE,SUPLENTE,4,0.0,1000.0
14459,EVALDO ELVAS E SILVA,EVALDO DE NENÉM,ITAGIBÁ,PDT,NÃO ELEITO,4,0.0,3000.0
14460,JÚLIO CÉSAR DOS ANJOS,BADÁ GARI,CORAÇÃO DE MARIA,PROS,NÃO ELEITO,4,0.0,0.0
14461,LUARA THUANY FERREIRA DA ROCHA,THUANY,PAULO AFONSO,PSB,SUPLENTE,4,0.0,0.0
14462,ELIEDES BERNARDO DA PAZ,ELIEDE DE LOURO DO POSTO,BONITO,PP,SUPLENTE,4,0.0,400.0
14463,RONALDO VAZ DOS SANTOS,BOCAO,DÁRIO MEIRA,PSDB,SUPLENTE,4,0.0,0.0
14464,MARIA COSME SANTOS ABREU,COSMINHA,OURIÇANGAS,DEM,SUPLENTE,4,0.0,1577.5
14465,ELISANGELA IDELFONSO DO NASCIMENTO,ELISANGELA,CENTRAL,PSC,NÃO ELEITO,4,0.0,0.0
14466,LUANDA DE SOUZA SANTANA,LUANA,PORTO SEGURO,PDT,NÃO ELEITO,4,0.0,0.0
14467,PAULO SILAS DA SILVA,PAULO SILAS,MALHADA,AVANTE,SUPLENTE,4,0.0,28.0
14468,CLEONICE FRANCISCA DE JESUS,KEKEU,ITAPITANGA,PODE,NÃO ELEITO,4,0.0,0.0
14469,NELCI ALVES PIRES,NELCI DE ZÉ DAS MEDALHAS,ITUAÇU,PL,SUPLENTE,4,0.0,954.0
14470,JOSEANE JESUS DOS SANTOS,JÔSY,IBOTIRAMA,DEM,NÃO ELEITO,4,0.0,0.0
14471,MARIA DA PAZ BRANDÃO DE SOUZA,PAZA DA PAZ,GLÓRIA,PP,SUPLENTE,4,0.0,4400.0
14472,JOSELINA SOUSA MARTINS,JOSELINA,JUAZEIRO,PP,SUPLENTE,4,0.0,90.0
14473,ROSÂNGELA BARBOSA MAGELA,ROSA DA FRANCISQUETO,ITABELA,PL,SUPLENTE,4,0.0,14.0
14474,NOEMI RODRIGUES PIRES,NOEMI PIRES,PARAMIRIM,REPUBLICANOS,NÃO ELEITO,4,0.0,0.0
14475,GISELIA DA CONCEIÇÃO SILVA,GIL,CONDE,PSDB,NÃO ELEITO,4,0.0,0.0
14476,FABIANA ANDRADE DOS SANTOS GONCALVES,FABIANA ANDRADE,PORTO SEGURO,DEM,SUPLENTE,4,0.0,0.0
14477,SHEYLA DOS SANTOS MESSIAS,SHEYLA DE CARLÃO,ITABUNA,PODE,NÃO ELEITO,4,0.0,227.5
14478,ISAURA ADELIA DE OLIVEIRA LONGA NETA,PRÓ ISAURA,JAGUARIPE,PC do B,SUPLENTE,4,0.0,918.13
14479,ANA PAULA SANTANA,PAULINHA,ITAGIBÁ,PSD,SUPLENTE,4,0.0,0.0
14480,MANUELA SOUZA SANTANA,MANUELA,SANTALUZ,AVANTE,SUPLENTE,4,0.0,700.0
14481,DAIANE DO NASCIMENTO,DAIANE DO NASCIMENTO,CASA NOVA,DC,NÃO ELEITO,4,0.0,0.0
14482,REINALVA FERNANDES DE ALMEIDA,REINALVA FERNANDES,IRECÊ,PROS,NÃO ELEITO,4,0.0,0.0
14483,REGINALDO GOMES FELÍCIO,REGI,CARAVELAS,PT,NÃO ELEITO,4,0.0,0.0
14484,VALFREDO PEREIRA LIMA,VALFREDO DA LAGOA NOVA,WAGNER,PT,NÃO ELEITO,4,0.0,500.0
14485,VALDIR PIRES DOS SANTOS,VALDIR PIRES,BARRA DO ROCHA,PDT,SUPLENTE,4,0.0,0.0
14486,ADRIANO SANTANA RODRIGUES,ADRIANO DA ITAPEBA,IBOTIRAMA,DEM,NÃO ELEITO,4,0.0,0.0
14487,MARIA DAS DORES DE SOUZA SANTOS,MEIRINHA BAGAGY,CASA NOVA,PL,SUPLENTE,4,0.0,0.0
14488,DANIELA SANTOS DE OLIVEIRA,DANIELA SANTOS,VALENTE,PODE,SUPLENTE,3,0.0,0.0
14489,ADRIANA QUEIROZ DE CARVALHO,ADRIANA CARVALHO,LAURO DE FREITAS,PP,SUPLENTE,3,0.0,0.0
14490,WILLIAM DE QUEIROZ SOUZA,WILLIAM MOTORISTA,MARAÚ,PP,SUPLENTE,3,0.0,534.8
14491,MARIA DE FATIMA VIEIRA BRITO,FATINHA,CARDEAL DA SILVA,PODE,SUPLENTE,3,0.0,0.0
14492,IEDA DOS ANJOS VIEIRA,IEDA,ÁGUA FRIA,PP,NÃO ELEITO,3,0.0,0.0
14493,SUELI OLIVEIRA SILVA,SUELI DEBOCHE,ITANHÉM,MDB,SUPLENTE,3,0.0,0.0
14494,SINARA SILVA SANTOS,SINARA SANTOS,CONCEIÇÃO DO JACUÍPE,REDE,SUPLENTE,3,0.0,1175.0
14495,MAURINA ALVES DE JESUS,MARA ALVES,IRARÁ,PROS,SUPLENTE,3,0.0,0.0
14496,ADRIANA ALVES DE OLIVEIRA,ADRIANA ALVES,PAULO AFONSO,PODE,SUPLENTE,3,0.0,0.0
14497,ESTER MARIA DOS SANTOS,ESTER SANTOS,CAMAÇARI,AVANTE,NÃO ELEITO,3,0.0,0.0
14498,ANA BARROSO ALCÂNTARA SANTANA,ANA BARROSO,ALAGOINHAS,PATRIOTA,NÃO ELEITO,3,0.0,200.0
